,n_components,explained_variance,reconstruction_error,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Solving Time,Iterations
0,1,0.22190520327931962,,Optics,0.009056032714851073,0.21515151515151515,0.2805407011289364,0.9631271214026226,0.02104458941761888,76.22045302234191,0.24231743812561035,
1,2,0.2876683421868415,,Optics,0.005122792821937605,0.15252525252525254,0.25198296327328584,1.0063972580589666,-0.37888355429970094,51.40228056182054,0.2590358257293701,
2,3,0.3469577717105447,,Optics,0.00861948302417075,0.17575757575757575,0.28105013266303586,1.0822645414089336,-0.30513842126426743,37.015470718956394,0.246140718460083,
3,4,0.40072649238065544,,Optics,0.012155486150512318,0.18181818181818182,0.28192032686414714,1.1644189666310751,-0.19325620469055438,42.542441875983236,0.23564743995666504,
4,5,0.4499482123950156,,Optics,0.04403243146710382,0.2,0.29045643153526973,1.2254128534527995,-0.07801614486846858,43.8124256389646,0.23763489723205566,
5,6,0.4981899856002311,,Optics,0.029749065946909552,0.17474747474747473,0.2434201665780613,1.173341043871319,0.09744205572925851,75.93464262607908,0.23557257652282715,
6,7,0.5448357042436107,,Optics,0.04285978863540817,0.1808080808080808,0.25687620541989475,1.117395553212063,0.07194116292617768,71.16079713312108,0.25346922874450684,
7,8,0.59058260690631,,Optics,0.04927501546621526,0.18181818181818182,0.2454873646209386,1.1710730754174854,0.11816339838565922,78.19223339225795,0.23584723472595215,
8,9,0.6358244244703389,,Optics,0.039806524432146856,0.17474747474747473,0.23996120626555406,1.1931422942643646,0.11663648940408554,75.48018802477287,0.24634194374084473,
9,10,0.6807140348792633,,Optics,0.041965162125046425,0.17474747474747473,0.2351988696034064,1.1904289885349624,0.15986876298027608,84.22658387424046,0.25104618072509766,
10,11,0.725436659199072,,Optics,0.04346429875542905,0.1797979797979798,0.2427928924279289,1.1848130130095789,0.16176048210825753,79.48184320077594,0.2664217948913574,
11,12,0.7701083695551052,,Optics,0.04258820855986786,0.1797979797979798,0.2427928924279289,1.1771882547595698,0.16188869176032922,80.28299634828103,0.2637796401977539,
12,13,0.814617077629953,,Optics,0.043674888615863355,0.1797979797979798,0.24342884379182023,1.1561369579162861,0.16412519094318836,80.43941824476549,0.26359987258911133,
13,14,0.8590421073568694,,Optics,0.04171208299114879,0.1797979797979798,0.2454995588685428,1.1258777747218047,0.1605459457937808,77.99439118997762,0.2665379047393799,
14,15,0.8954274583320798,,Optics,0.04437862062770368,0.16363636363636364,0.22927239119475715,1.1778556699382885,0.20048977089450565,84.0788251861955,0.2628905773162842,
15,16,0.9296164837208991,,Optics,0.03957161524494847,0.17676767676767677,0.23409773409773407,1.1868503993149644,0.22556393402878178,81.78194568395699,0.2670116424560547,
16,17,0.9500332824234685,,Optics,0.037015939550604615,0.18686868686868688,0.2795392618280902,1.2024395473644982,-0.0337133382119298,38.697281180392835,0.28272008895874023,
17,18,0.9611841313569921,,Optics,0.041818281320426774,0.1898989898989899,0.27479500891265596,1.2298846617589558,0.022126306476827347,45.524122222530565,0.2672560214996338,
18,19,0.9709138871105542,,Optics,0.028622230236220503,0.17676767676767677,0.25533108866442206,1.2444301996688982,0.059317300350369806,53.94913277405814,0.279926061630249,
19,20,0.9796469737088161,,Optics,0.033187069420433306,0.1787878787878788,0.25138295708765507,1.2775369849505278,0.09789204359466028,57.320905363207864,0.266920804977417,
20,21,0.9869103591740829,,Optics,0.040295706581027047,0.1808080808080808,0.24498680498680503,1.2845542444155562,0.12876603532848127,65.47086503115888,0.2814621925354004,
21,22,0.992448883498345,,Optics,0.04419549889886855,0.1898989898989899,0.2502117362371446,1.298585585735571,0.1455595579870645,63.34595021540846,0.2821066379547119,
22,23,0.996712845851219,,Optics,0.028315365699753223,0.1717171717171717,0.20797300147648176,1.2884236172799897,0.25452139403480867,95.79309633398393,0.2957425117492676,
23,24,0.9979272632367914,,Optics,0.03350970151347098,0.17777777777777778,0.2415705322809148,1.3086512044792882,0.14617642133823755,65.21951696551899,0.2826418876647949,
24,25,0.9990664802945354,,Optics,0.03891971959368322,0.1717171717171717,0.2245263222859964,1.3197650075104137,0.21110514668604713,77.97238386543404,0.2923622131347656,
25,26,1.0,,Optics,0.030633126902923854,0.16565656565656567,0.21163173586081074,1.3214527507321996,0.23946786468598538,86.2700877922571,0.2820253372192383,
