,n_components,explained_variance,reconstruction_error,Method,ARI,Purity,F-Measure,Davies-Bouldin Index,Silhouette Coefficient,Calinski,Solving Time,Iterations
0,1,0.2548578561009788,75.77947683662236,Optics,-0.0017062971320066559,0.9610079575596817,0.6700447427933199,5.8908575485163075,-0.1419075069478856,45.18893666773478,1.6844367980957031,
1,2,0.4372917381917779,65.85271500993696,Optics,-0.0054048264879177355,0.9610079575596817,0.7407667784819668,1.0330994304740237,-0.28175153334989483,77.64489865634187,1.3214657306671143,
2,3,0.5552798819023691,58.543061137212725,Optics,-0.017051499535668497,0.9610079575596817,0.7755780388471453,1.0839965880680746,-0.34354091563988043,65.87001913434672,1.2791838645935059,
3,4,0.6324224327192767,53.22388091887799,Optics,-0.006077271452676093,0.9610079575596817,0.6384281436027821,1.0245746275357441,-0.08754927810255056,106.4518164491039,1.7148640155792236,
4,5,0.6938539360379573,48.5731623719429,Optics,0.003714772321558469,0.9610079575596817,0.6994977162995858,1.0721384136101584,-0.18009679094073994,75.38403133178356,1.6768226623535156,
5,6,0.7407358736987391,44.69956055291206,Optics,-0.0016611063284437098,0.9610079575596817,0.7407667784819668,1.0692051454297835,-0.2570882773618852,62.25523807822946,1.4782097339630127,
6,7,0.7714862166772417,41.965097792829575,Optics,-0.0008146914278456288,0.9610079575596817,0.63937387045599,1.0376061864639703,-0.05135169861369877,99.30047811139414,1.6978397369384766,
7,8,0.8007633845869077,39.18470818865256,Optics,-0.0022516195761502697,0.9610079575596817,0.7579464299175156,1.0150754958420851,-0.27820129312181197,61.723541572312456,1.7630295753479004,
8,9,0.8289178932042277,36.31067597974665,Optics,0.001042844375987014,0.9610079575596817,0.6284131544882184,1.0486907818143019,0.024653320123347974,102.94116024445843,1.826686143875122,
9,10,0.8544831376798253,33.48796060258408,Optics,-0.001270093973225993,0.9610079575596817,0.5926032269793379,0.9740336677141934,0.09434491907331898,130.93078236296355,2.0015034675598145,
10,11,0.8762268225176822,30.884836692125454,Optics,-0.0064897518566059435,0.9610079575596817,0.7377533878272795,1.0039756206540158,-0.21861837428824976,65.15547057253525,1.8963642120361328,
11,12,0.8974573248744384,28.111522073045755,Optics,-0.002797577802618616,0.9610079575596817,0.7349269856141719,1.0031686510348468,-0.17327527517797237,71.74527728265157,1.8791916370391846,
12,13,0.913351563133024,25.841183820795703,Optics,-0.00885759719787614,0.9610079575596817,0.6847267075007683,1.0352028145868728,-0.07532867468430453,73.09876519820621,1.8211748600006104,
13,14,0.9263211889114983,23.828864286799295,Optics,-0.012178683805666727,0.9610079575596817,0.7312731551197988,1.0960176984042789,-0.18442254030420263,53.80538724923636,1.5193290710449219,
14,15,0.9378841436727172,21.879292663519045,Optics,-0.014850389083141007,0.9610079575596817,0.7405663629514887,1.070044000678633,-0.1755242551073926,56.471790958996955,2.251286506652832,
15,16,0.9455908423063049,20.477080637214872,Optics,-0.007661005229006066,0.9610079575596817,0.726160915896033,1.0654407144881026,-0.14741815762049337,67.05604393167528,1.8270816802978516,
16,17,0.9527834833371083,19.075635329064767,Optics,-0.006315696166039647,0.9610079575596817,0.7275967623788053,1.1059855178354856,-0.16423428227104808,54.488199594127856,1.8717002868652344,
17,18,0.9596607412724163,17.63177340509227,Optics,-0.022177795982451173,0.9610079575596817,0.7377533878272795,1.0903955730132842,-0.19430269441922407,56.045265036746905,1.9013962745666504,
18,19,0.965956741009693,16.197485639354017,Optics,-0.006658678317420466,0.9610079575596817,0.6204339225067553,1.1332642841387999,0.06972967245160012,79.77359220695128,1.8241183757781982,
19,20,0.9719171778196425,14.711346145934593,Optics,0.00302030542670585,0.9628647214854111,0.673867358804618,1.096384413154146,-0.0663048341278653,82.04913881729426,1.9023656845092773,
20,21,0.9774921688493645,13.170396914424215,Optics,0.009089378417864011,0.9628647214854111,0.6801132850976781,1.114091256586449,-0.053329940796099734,85.53304678702764,1.9161818027496338,
21,22,0.9829144582141701,11.474834134187999,Optics,0.00937619092475379,0.9625994694960213,0.6037412220254977,1.2049732851389883,0.07623850964648844,102.02602438759796,1.952826976776123,
22,23,0.9880606735160558,9.592282339353012,Optics,0.006937266400366793,0.9625994694960213,0.6945230627189894,1.1217804305453858,-0.06387079022725486,82.0840036858992,1.9223606586456299,
23,24,0.9923647011191561,7.670877726944291,Optics,0.01168050904562482,0.9625994694960213,0.630674768230115,1.171742862628885,0.04265157677806983,98.30925760449934,1.967963457107544,
24,25,0.9955039159200615,5.886392963051317,Optics,0.0031845630404557282,0.9625994694960213,0.4540372313478811,1.3432494824499677,0.2846444468491306,127.01814309562232,1.9969980716705322,
25,26,0.9977439488945508,4.16971628541631,Optics,0.003130816147787519,0.9625994694960213,0.462966425471297,1.3162316667589378,0.2738656559804055,133.7883165871798,1.7316656112670898,
26,27,0.9988525651592738,2.973692486353355,Optics,0.004042622386667207,0.9625994694960213,0.43011078371660444,1.3445673912844138,0.3181752404189012,146.38921529555154,1.653014898300171,
27,28,0.9996551342618111,1.6302607184415152,Optics,0.003287323432329031,0.9625994694960213,0.4342584887995281,1.32941891211041,0.3332002666042958,157.6839105028682,1.6667616367340088,
28,29,0.9997881726723111,1.2776827542944782,Optics,0.0010833345700597913,0.9625994694960213,0.5171886710351457,1.2568861301307088,0.21772994370706766,128.52829634034944,1.9035727977752686,
29,30,0.9999142146225081,0.8130900986875765,Optics,0.0010833345700597913,0.9625994694960213,0.5171886710351457,1.2570096086256128,0.21774678803909103,128.49056304338225,2.0693602561950684,
30,31,1.0000000000000004,2.861387895961031e-13,Optics,0.004154844342455821,0.9625994694960213,0.5614380665340838,1.252852786458596,0.1590952392026313,107.73938799568106,2.1392483711242676,
31,32,1.0000000000000004,1.4114464818399696e-13,Optics,0.004154844342455821,0.9625994694960213,0.5614380665340838,1.2528527864585959,0.1590952392026313,107.73938799568107,2.0922300815582275,
32,33,1.0000000000000004,1.0035896044015992e-13,Optics,0.004154844342455821,0.9625994694960213,0.5614380665340838,1.2528527864585959,0.1590952392026313,107.73938799568107,1.990166187286377,
